name,profile,position,class,height,weight,high_school,hometown,rating,nil_value,status,last_team,new_team
Jahki Howard,https://www.on3.com/db/jahki-howard-145569/,SF,FR,6-6,180,Overtime Elite,"(Boston, MA)",91.35,,Entered,Auburn,Utah
Jarin Stevenson,https://www.on3.com/db/jarin-stevenson-150824/,PF,SO,6-8,200,Seaforth,"(Pittsboro, NC)",93.29,,Entered,Alabama,North Carolina
Robert Vaihola,https://www.on3.com/db/robert-vaihola-154811/,C,SR,6-8,245,Archbishop Riordan,"(San Francisco, CA)",,,Committed,San Jose State,Minnesota Golden Gophers
Papa Kante,https://www.on3.com/db/papa-kante-147257/,C,SO,6-10,225,South Kent School,"(South Kent, CT)",92.67,,Entered,Pittsburgh,N/A
Jakevion Buckley,https://www.on3.com/db/jakevion-buckley-198706/,PG,SR,6-1,175,Shelbyville,,,,Entered,Southeastern Louisiana,N/A
Jamyron Keller,https://www.on3.com/db/jamyron-keller-56354/,CG,SO,6-1,190,Ellison,"(Killeen, TX)",89.00,,Entered,Oklahoma State,N/A
Amier Ali,https://www.on3.com/db/amier-ali-4274/,SF,FR,6-8,180,Canyon International Academy,"(Columbus, OH)",92.49,,Entered,Arizona State,Mississippi State
Kendall Blue,https://www.on3.com/db/kendall-blue-72711/,SG,JR,6-4,175,East Ridge,"(Saint Paul, MN)",91.52,,Committed,St. Thomas,Nebraska Cornhuskers
Chansey Willis Jr.,https://www.on3.com/db/chansey-willis-jr-250557/,PG,JR,6-2,190,Martin Luther King,"(Detroit, MI)",,,Entered,Western Michigan,Minnesota
RJ Smith,https://www.on3.com/db/rj-smith-147281/,SG,RS-SO,6-4,180,Damien,"(La Verne, CA)",89.00,,Committed,Colorado,DePaul Blue Demons
Jamir Watkins,https://www.on3.com/db/jamir-watkins-56268/,SG,RS-SR,6-7,200,Trenton Catholic School,"(Trenton, NJ)",98.04,,Entered,Florida State,N/A
Hayden Gray,https://www.on3.com/db/hayden-gray-250556/,PG,SR,6-4,190,Santa Fe Christian,"(San Diego, CA)",,,Entered,University of California San Diego,N/A
Andre Mills,https://www.on3.com/db/andre-mills-152469/,SG,FR,6-3,180,Brimmer And May School,"(Saxtons River, VT)",89.00,,Committed,Texas A&M,Maryland Terrapins
Josiah Moseley,https://www.on3.com/db/josiah-moseley-175985/,PF,FR,6-6,200,Stony Point,"(Round Rock, TX)",93.94,,Entered,Villanova,Texas Tech
Martin Carrere,https://www.on3.com/db/martin-carrere-246525/,SG,FR,6-8,180,France,(Paris),,,Committed,VCU,Virginia Cavaliers
Phat Phat Brooks,https://www.on3.com/db/phat-phat-brooks-156612/,CG,FR,6-2,180,Catholic Central,"(Grand Rapids, MI)",89.00,,Entered,Michigan,N/A
Quincy Ballard,https://www.on3.com/db/quincy-ballard-97367/,C,SR,6-11,240,Quality Education Academy,"(Syracuse, NY)",92.69,,Committed,Wichita State,Mississippi State Bulldogs
Will Cooper,https://www.on3.com/db/will-cooper-250532/,SF,FR,6-6,210,Millard South,"(Omaha, NE)",89.00,,Committed,Air Force,Nebraska Cornhuskers
Boden Kapke,https://www.on3.com/db/boden-kapke-155487/,C,SO,6-10,230,Holy Family Catholic,"(Victoria, MN)",89.00,,Entered,Butler,Boston College
Morris Ugusuk,https://www.on3.com/db/morris-ugusuk-179183/,CG,SO,6-4,170,Omnia Basketball Academy,(Helsinski),89.00,,Entered,South Carolina,N/A
Pape N'Diaye,https://www.on3.com/db/pape-ndiaye-235839/,PF,FR,7-0,195,Trinity International Schools,"(Las Vegas, NV)",90.00,,Committed,UNLV,Xavier Musketeers
Nick Janowski,https://www.on3.com/db/nick-janowski-150966/,SG,FR,6-3,200,Pewaukee,"(Pewaukee, WI)",90.07,,Entered,Nebraska,N/A
Austin Nunez,https://www.on3.com/db/austin-nunez-8598/,PG,JR,6-2,170,Wagner,"(San Antonio, TX)",93.13,,Committed,Arizona State,UTSA Roadrunners
Pop Isaacs,https://www.on3.com/db/pop-isaacs-144231/,PG,JR,6-2,180,Coronado,"(Mount Pleasant, UT)",95.32,,Committed,Creighton,Houston Cougars
Darrion Williams,https://www.on3.com/db/darrion-williams-151043/,SF,JR,6-6,210,Bishop Gorman,"(Las Vegas, NV)",98.04,,Entered,Texas Tech,N/A
Jerome Brewer,https://www.on3.com/db/jerome-brewer-213975/,PF,JR,6-9,216,Camden,"(Camden, NJ)",,,Committed,McNeese State,La Salle Explorers
Maxim Logue,https://www.on3.com/db/maxim-logue-245556/,PF,FR,6-9,215,France,(Paris),,,Entered,Oregon State,Florida Atlantic
Makhi Myles,https://www.on3.com/db/makhi-myles-155466/,SF,FR,6-6,195,Sunrise Christian Post Grad,"(Starkville, MS)",,,Entered,UAB,Southeastern Louisiana
Rob Wright,https://www.on3.com/db/rob-wright-155766/,PG,FR,6-1,180,Montverde Academy,"(Philadelphia, PA)",97.58,,Entered,Baylor,BYU
Chance Stephens,https://www.on3.com/db/chance-stephens-19827/,SG,JR,6-3,170,Polytechnic,"(Riverside, CA)",,,Entered,Maryland,N/A
Mike Sharavjamts,https://www.on3.com/db/mike-sharavjamts-89355/,SG,JR,6-8,180,ISA Academy,"(Willoughby, OH)",93.67,,Entered,Utah,South Carolina
Kris Parker,https://www.on3.com/db/kris-parker-76054/,SG,RS-FR,6-7,185,Crossroad Academy,"(Quincy, FL)",92.39,,Entered,Villanova,N/A
Brandon Noel,https://www.on3.com/db/brandon-noel-250530/,PF,RS-JR,6-8,240,Chillicothe,"(Chillicothe, OH)",92.87,,Committed,Wright State,Ohio State Buckeyes
Caden Powell,https://www.on3.com/db/caden-powell-16749/,PF,JR,6-9,210,Midway,"(Waco, TX)",82.75,,Entered,Rice,Baylor
Sadaidriene Hall,https://www.on3.com/db/sadaidriene-hall-241332/,SF,SR,6-5,210,Sulphur Springs,"(Sulphur Springs, TX)",,,Entered,San Jose State,N/A
Scotty Middleton,https://www.on3.com/db/scotty-middleton-105274/,SF,SO,6-7,180,Sunrise Christian Academy,"(Miami, FL)",95.33,,Entered,Seton Hall,Tulane
Justin Pippen,https://www.on3.com/db/justin-pippen-238538/,SG,FR,6-3,180,Sierra Canyon,"(Chatsworth, CA)",91.44,,Committed,Michigan,California Golden Bears
David Coit,https://www.on3.com/db/david-coit-173861/,PG,SR,5-11,175,Scotland Campus,"(Columbus, NJ)",89.92,,Committed,Kansas,Maryland Terrapins
Kyle Marshall,https://www.on3.com/db/kyle-marshall-250549/,SG,FR,6-4,,Air Force Academy Prep School,"(Oyster Bay, NY)",,,Entered,Air Force,N/A
Moses Hipps,https://www.on3.com/db/moses-hipps-156625/,SG,FR,6-3,160,Archbishop Carroll,"(Voorhees, NJ)",85.03,,Entered,Boise State,N/A
Brenen Lorient,https://www.on3.com/db/brenen-lorient-147568/,PF,JR,6-9,205,Calvary Christian Academy,"(Fort Lauderdale, FL)",92.70,,Committed,North Texas,West Virginia Mountaineers
Kayvaun Mulready,https://www.on3.com/db/kayvaun-mulready-155483/,SG,FR,6-4,210,Worcester Academy,"(Worcester, MA)",93.80,,Entered,Georgetown,N/A
Arrinten Page,https://www.on3.com/db/arrinten-page-152773/,PF,SO,6-9,225,Wheeler,"(Marietta, GA)",95.04,,Entered,Cincinnati,N/A
Jamarques Lawrence,https://www.on3.com/db/jamarques-lawrence-147542/,SG,JR,6-3,185,Roselle Catholic,"(Roselle, NJ)",88.50,,Committed,Rhode Island,Nebraska Cornhuskers
Tyler Betsey,https://www.on3.com/db/tyler-betsey-158275/,SF,FR,6-8,185,St. Thomas More,"(Windsor, CT)",91.84,,Entered,Cincinnati,N/A
Savo Drezgic,https://www.on3.com/db/savo-drezgic-240127/,PG,FR,6-3,185,DME Academy,(Belgrade),89.82,,Entered,Georgia,N/A
JJ Rembert,https://www.on3.com/db/jj-rembert-240569/,PG,FR,5-11,,Legacy Early College,"(Fort Mill, SC)",,,Entered,Cincinnati,N/A
Dontaie Allen,https://www.on3.com/db/dontaie-allen-38345/,SF,RS-SR,6-6,210,Pendleton County,"(Falmouth, KY)",93.33,,Entered,Wyoming,N/A
Micah Smith,https://www.on3.com/db/micah-smith-156630/,PF,FR,6-7,190,Sandy Creek,"(Tyrone, GA)",85.05,,Committed,Georgia Southern,West Georgia Wolves
Jayden Quaintance,https://www.on3.com/db/jayden-quaintance-159196/,PF,FR,6-10,225,Word Of God Christian Academy,"(Cleveland, OH)",98.41,$1.9M,Committed,Arizona State,Kentucky Wildcats
Emmanuel Okorafor,https://www.on3.com/db/emmanuel-okorafor-237742/,C,JR,6-9,220,NBA Academy Africa,(Abia),,,Entered,Seton Hall,N/A
Michael McNair,https://www.on3.com/db/michael-mcnair-250563/,SG,SO,6-5,185,Linfield Christian School,"(Temecula, CA)",90.00,,Entered,Boston University,N/A
Alex Steen,https://www.on3.com/db/alex-steen-250372/,PF,JR,6-8,225,Arnold,"(Panama City Beach, FL)",91.49,,Committed,Florida Southern,Florida State Seminoles
Del Jones,https://www.on3.com/db/del-jones-150328/,PG,FR,6-2,180,Compass Prep,"(Arlington, VA)",89.49,,Committed,Clemson,Radford Highlanders
Bobby Durkin,https://www.on3.com/db/bobby-durkin-156822/,SF,SO,6-7,200,IMG Academy,"(Glen Ellyn, IL)",92.86,,Committed,Davidson,Minnesota Golden Gophers
Mouhamed Dioubate,https://www.on3.com/db/mouhamed-dioubate-90492/,SF,SO,6-7,215,Putnam Science Academy,"(Flushing, NY)",94.86,,Committed,Alabama,Kentucky Wildcats
Derin Saran,https://www.on3.com/db/derin-saran-157260/,PG,SO,6-3,180,Asheville School,"(Asheville, NC)",,,Entered,Stanford,N/A
Nijel Pack,https://www.on3.com/db/nijel-pack-93320/,PG,SR,6-0,180,Lawrence Central,"(Indianapolis, IN)",95.33,,Committed,Miami,Oklahoma Sooners
Austin Nunez,https://www.on3.com/db/austin-nunez-8598/,PG,JR,6-2,170,Wagner,"(San Antonio, TX)",93.13,,Entered,Arizona State,UTSA
Darren Buchanan,https://www.on3.com/db/darren-buchanan-30729/,SF,RS-SO,6-7,235,Woodrow Wilson,"(Washington, DC)",91.22,,Committed,George Washington University,Rutgers Scarlet Knights
Jake O'Neil,https://www.on3.com/db/jake-oneil-250533/,SG,SR,6-4,,Fruitland,"(Fruitland, ID)",,,Entered,Idaho State,N/A
Tyon Grant-Foster,https://www.on3.com/db/tyon-grant-foster-118329/,SG,SR,6-7,190,F L Schlagle,"(Kansas City, KS)",94.37,,Entered,Grand Canyon University,N/A
Devin Tillis,https://www.on3.com/db/devin-tillis-36243/,PF,RS-JR,6-6,210,Windward School,"(Los Angeles, CA)",,,Entered,University of California Irvine,N/A
Gavin Griffiths,https://www.on3.com/db/gavin-griffiths-45395/,SF,SO,6-7,185,Kingswood-Oxford School,"(West Hartford, CT)",91.47,,Entered,Nebraska,N/A
Ja'Borri McGhee,https://www.on3.com/db/jaborri-mcghee-246528/,PG,JR,6-1,205,Winfield,"(Mccomb, MS)",,,Committed,UAB,Mississippi State Bulldogs
Brendan Hausen,https://www.on3.com/db/brendan-hausen-13722/,SG,JR,6-4,180,Amarillo,"(Amarillo, TX)",94.78,,Entered,Kansas State,Iowa
Alex Cotton,https://www.on3.com/db/alex-cotton-152477/,SG,SO,6-5,180,Hebron,"(Lewisville, TX)",83.25,,Entered,North Texas,N/A
Abdi Bashir Jr.,https://www.on3.com/db/abdi-bashir-jr-249499/,SG,SO,6-7,160,PHHoenix Prep,"(Omaha, NE)",,,Committed,Monmouth College,Kansas State Wildcats
Brenen Lorient,https://www.on3.com/db/brenen-lorient-147568/,PF,JR,6-9,205,Calvary Christian Academy,"(Fort Lauderdale, FL)",92.70,,Entered,North Texas,West Virginia
Ian Jackson,https://www.on3.com/db/ian-jackson-145590/,SG,FR,6-4,185,Our Saviour Lutheran School,"(Bronx, NY)",97.56,$1.5M,Entered,North Carolina,St. John's
Xavier Amos,https://www.on3.com/db/xavier-amos-147304/,PF,JR,6-8,210,Whitney Young,"(Chicago, IL)",,,Entered,Wisconsin,Loyola (Chi)
Jalen Shelley,https://www.on3.com/db/jalen-shelley-152470/,SF,FR,6-8,175,Link Academy,"(Frisco, TX)",90.56,,Entered,USC,N/A
Myles Colvin,https://www.on3.com/db/myles-colvin-147269/,SG,SO,6-5,200,Heritage Christian School,"(Indianapolis, IN)",91.46,,Committed,Purdue,Wake Forest Demon Deacons
Jasper Floyd,https://www.on3.com/db/jasper-floyd-250622/,SG,SR,6-3,195,Wharton,"(Tampa, FL)",,,Entered,North Texas,West Virginia
Josh Reed,https://www.on3.com/db/josh-reed-67501/,SG,JR,6-6,195,Pace Academy,"(Atlanta, GA)",89.00,,Entered,Cincinnati,Penn State
Louie Jordan,https://www.on3.com/db/louie-jordan-234461/,SF,JR,6-9,220,Charnwood College,(Leicester),,,Entered,University of Maryland Baltimore County,N/A
Sincere Parker,https://www.on3.com/db/sincere-parker-107547/,SG,SR,6-4,180,Compass Prep,"(Chandler, AZ)",91.63,,Entered,McNeese State,Memphis
Nojus Indrusaitis,https://www.on3.com/db/nojus-indrusaitis-150961/,SG,FR,6-5,185,Brewster Academy,"(Lemont, IL)",90.97,,Committed,Iowa State,Pittsburgh Panthers
Emmanuel Ugbo,https://www.on3.com/db/emmanuel-ugbo-176452/,PF,SO,6-8,235,Netherlands,(Lagos),,,Entered,Boise State,Washington State
Dan Skillings Jr.,https://www.on3.com/db/dan-skillings-jr-147160/,SG,JR,6-5,180,Roman Catholic,"(Philadelphia, PA)",91.74,,Entered,Cincinnati,Baylor
Tyren Moore,https://www.on3.com/db/tyren-moore-147724/,CG,SR,5-11,185,Louisville Male,"(Louisville, KY)",,,Committed,UAB,Georgia Southern Eagles
Michael Ajayi,https://www.on3.com/db/michael-ajayi-241319/,SG,SR,6-7,220,Kentwood,"(Kent, WA)",91.42,,Committed,Gonzaga University,Butler Bulldogs
Tae Davis,https://www.on3.com/db/tae-davis-109690/,SF,JR,6-6,170,Warren Central,"(Indianapolis, IN)",94.37,,Committed,Notre Dame,Oklahoma Sooners
James Cooper,https://www.on3.com/db/james-cooper-162828/,PF,SR,6-7,210,Mauldin,"(Mauldin, SC)",,,Entered,Oregon,N/A
Grant Newell,https://www.on3.com/db/grant-newell-46544/,SF,JR,6-6,180,IMG Academy,"(Chicago, IL)",,,Entered,North Texas,Western Kentucky
Lucas Taylor,https://www.on3.com/db/lucas-taylor-80393/,SG,SR,6-5,195,Heritage,"(Wake Forest, NC)",,,Entered,Syracuse,N/A
Tre Carroll,https://www.on3.com/db/tre-carroll-114917/,PF,RS-JR,6-7,227,Charlotte,"(Punta Gorda, FL)",,,Entered,Florida Atlantic,Xavier
Sebastian Mack,https://www.on3.com/db/sebastian-mack-105760/,SG,SO,6-4,180,Coronado,"(Las Vegas, NV)",94.58,,Committed,UCLA,Missouri Tigers
Jah Short,https://www.on3.com/db/jah-short-162332/,SG,SO,6-3,170,Farmville Central,"(Farmville, NC)",89.00,,Entered,New Orleans,N/A
Rayvon Griffith,https://www.on3.com/db/rayvon-griffith-99102/,SF,RS-FR,6-6,190,Compass Prep,"(Cincinnati, OH)",89.00,,Entered,Cincinnati,N/A
Deyton Albury,https://www.on3.com/db/deyton-albury-241385/,CG,SR,6-2,190,Sunrise Christian Academy,(Nassau),89.00,,Entered,Utah State,N/A
Seifeldin Hendawy,https://www.on3.com/db/seifeldin-hendawy-240567/,SG,FR,6-6,185,NBA Academy Africa,(Cairo),90.00,,Entered,Loyola (Chi),N/A
Dylan Darling,https://www.on3.com/db/dylan-darling-152494/,PG,JR,6-2,175,Central Valley,"(Spokane, WA)",92.93,,Entered,Idaho State,N/A
Vyctorius Miller,https://www.on3.com/db/vyctorius-miller-119936/,SG,FR,6-5,170,Compass Prep,"(North Hollywood, CA)",93.27,,Committed,LSU,Oklahoma State Cowboys
Harlan Obioha,https://www.on3.com/db/harlan-obioha-47485/,C,RS-JR,6-11,300,Hoxie,"(Hoxie, KS)",89.00,,Committed,University of North Carolina Wilmington,West Virginia Mountaineers
Nick Boyd,https://www.on3.com/db/nick-boyd-173904/,PG,RS-SR,6-3,175,Don Bosco Prep,"(Garnerville, NY)",95.32,,Committed,San Diego State,Wisconsin Badgers
Matas Vokietaitis,https://www.on3.com/db/matas-vokietaitis-250450/,C,FR,7-0,245,,(Marijampolė),94.32,,Committed,Florida Atlantic,Texas Longhorns
Jaylen Carey,https://www.on3.com/db/jaylen-carey-158680/,PF,SO,6-7,225,Westminster Academy,"(Fort Lauderdale, FL)",93.31,,Committed,Vanderbilt,Tennessee Volunteers
KJ Lewis,https://www.on3.com/db/kj-lewis-75445/,SG,SO,6-4,185,Chapin,"(El Paso, TX)",94.27,,Committed,Arizona,Georgetown Hoyas
Corey Chest,https://www.on3.com/db/corey-chest-147250/,PF,RS-FR,6-8,210,Link Academy,"(New Orleans, LA)",92.76,,Committed,LSU,Ole Miss Rebels
DeShawn Harris-Smith,https://www.on3.com/db/deshawn-harris-smith-35401/,SG,SO,6-5,205,Paul VI Catholic,"(Fairfax, VA)",92.18,,Committed,Maryland,Georgetown Hoyas
Sencire Harris,https://www.on3.com/db/sencire-harris-105898/,CG,RS-SO,6-3,160,St. Vincent-St. Mary,"(Akron, OH)",91.71,,Committed,West Virginia,Cincinnati Bearcats
Luke Northweather,https://www.on3.com/db/luke-northweather-154482/,C,RS-SO,6-11,240,Blair Oaks,"(Jefferson City, MO)",88.50,,Committed,Oklahoma,Missouri Tigers
Ibrahim Souare,https://www.on3.com/db/ibrahim-souare-236940/,PF,SO,6-9,210,Dream City Christian,"(Glendale, AZ)",90.00,,Committed,Georgia Tech,Syracuse Orange
Kerr Kriisa,https://www.on3.com/db/kerr-kriisa-73703/,PG,SR,6-3,190,Estonia,(Tartu),90.86,,Committed,Kentucky,Cincinnati Bearcats
Lukas Walls,https://www.on3.com/db/lukas-walls-250524/,SG,SO,6-5,203,Webb School of Knoxville,"(Knoxville, TN)",,,Entered,Samford,N/A
Quante Berry,https://www.on3.com/db/quante-berry-97126/,PG,JR,6-3,168,Winston-Salem Prep,"(Cleveland, TN)",89.50,,Committed,Temple,Memphis Tigers
Flory Bidunga,https://www.on3.com/db/flory-bidunga-153411/,PF,FR,6-9,215,Kokomo,(Kinshasa),98.21,,Withdrawn,Kansas,Kansas
Chris Howell,https://www.on3.com/db/chris-howell-144777/,SF,RS-JR,6-5,185,San Marcos,"(San Marcos, CA)",,,Committed,University of California San Diego,New Mexico Lobos
Allen Mukeba,https://www.on3.com/db/allen-mukeba-225148/,SF,SR,6-6,247,Napa Christian Campus Of Education,"(Napa, CA)",90.82,,Committed,Oakland,Arizona State Sun Devils
Isaiah Abraham,https://www.on3.com/db/isaiah-abraham-155821/,SF,FR,6-7,195,Paul VI Catholic,"(Gainesville, VA)",90.23,,Committed,Connecticut,Georgetown Hoyas
Jacari White,https://www.on3.com/db/jacari-white-205779/,SG,SR,6-3,180,Olympia,"(Orlando, FL)",93.30,,Committed,North Dakota State,Virginia Cavaliers
Jacob Ognacevic,https://www.on3.com/db/jacob-ognacevic-250374/,PF,RS-SR,6-8,220,Sheboygan Area Lutheran,"(Sheboygan, WI)",92.89,,Committed,Lipscomb,Washington Huskies
Jalil Bethea,https://www.on3.com/db/jalil-bethea-159200/,SG,FR,6-6,185,Archbishop Wood,"(Warminster, PA)",95.20,,Committed,Miami,Alabama Crimson Tide
Reed Bailey,https://www.on3.com/db/reed-bailey-147847/,PF,JR,6-9,190,Brewster Academy,"(Groton, MA)",95.74,,Committed,Davidson,Indiana Hoosiers
Jayden Pierre,https://www.on3.com/db/jayden-pierre-58688/,PG,JR,6-2,165,Long Island Lutheran,"(Elizabeth, NJ)",91.47,,Committed,Providence,TCU Horned Frogs
Myles Rice,https://www.on3.com/db/myles-rice-90754/,PG,RS-SO,6-2,175,Sandy Creek,"(Tyrone, GA)",93.30,,Committed,Indiana,Maryland Terrapins
Marquel Sutton,https://www.on3.com/db/marquel-sutton-225724/,PF,SR,6-9,225,Will Rogers,"(Tulsa, OK)",93.23,,Committed,University of Nebraska at Omaha,LSU Tigers
Emmanuel Stephen,https://www.on3.com/db/emmanuel-stephen-235859/,C,FR,7-0,215,Dream City Christian,"(Glendale, AZ)",90.37,,Committed,Arizona,UNLV Rebels
Eddie Lampkin,https://www.on3.com/db/eddie-lampkin-40500/,C,SR,6-11,263,Morton Ranch,"(Katy, TX)",86.00,,Entered,Syracuse,N/A
Jaden Brownell,https://www.on3.com/db/jaden-brownell-222852/,PF,RS-JR,6-9,230,Alta,"(Sandy, UT)",92.85,,Entered,Samford,USC
Josh Holloway,https://www.on3.com/db/josh-holloway-250513/,PG,SO,6-2,160,Oak Hill Academy,"(Memphis, TN)",,,Entered,Samford,Texas A&M
Keonte Jones,https://www.on3.com/db/keonte-jones-250377/,SF,SR,6-6,192,East,"(Madison, WI)",92.77,,Committed,California State University Northridge,USC Trojans
Ugnius Jarusevicius,https://www.on3.com/db/ugnius-jarusevicius-250514/,PF,FR,6-10,220,Kaunas Varpas,,91.47,,Committed,Central Michigan,Nebraska Cornhuskers
Amarion Dickerson,https://www.on3.com/db/amarion-dickerson-250332/,SF,JR,6-7,185,,"(Cleveland, OH)",90.38,,Committed,Robert Morris,USC Trojans
Zvonimir Ivisic,https://www.on3.com/db/zvonimir-ivisic-236913/,C,SO,7-2,220,SC Derby,(Vodice),95.30,,Committed,Arkansas,Illinois Fighting Illini
Amani Hansberry,https://www.on3.com/db/amani-hansberry-4148/,PF,SO,6-8,225,Mount Saint Joseph,"(Silver Spring, MD)",93.84,,Committed,West Virginia,Virginia Tech Hokies
Sam Lewis,https://www.on3.com/db/sam-lewis-174475/,SG,SO,6-5,210,Simeon,"(Chicago, IL)",92.35,,Committed,Toledo,Virginia Cavaliers
Jacob Cofie,https://www.on3.com/db/jacob-cofie-150979/,PF,FR,6-9,225,Eastside Catholic,"(Sammamish, WA)",93.68,,Committed,Virginia,USC Trojans
Solomon Washington,https://www.on3.com/db/solomon-washington-107855/,SF,JR,6-6,190,G.W. Carver,"(New Orleans, LA)",92.65,,Committed,Texas A&M,Maryland Terrapins
Tre White,https://www.on3.com/db/tre-white-115079/,SF,JR,6-7,190,Prolific Prep,"(Los Angeles, CA)",94.39,,Committed,Illinois,Kansas Jayhawks
Anthony Roy,https://www.on3.com/db/anthony-roy-180301/,SG,SR,6-5,200,Dublin,"(Oakland, CA)",92.73,,Committed,Wisconsin Green Bay,Oklahoma State Cowboys
Riley Kugel,https://www.on3.com/db/riley-kugel-100521/,SG,JR,6-5,185,Dr. Phillips,"(Orlando, FL)",93.24,,Committed,Mississippi State,UCF Knights
Riley Allenspach,https://www.on3.com/db/riley-allenspach-155490/,C,SO,6-10,215,Providence Day School,"(Charlotte, NC)",89.88,,Entered,Samford,N/A
Jonathan Dunn,https://www.on3.com/db/jonathan-dunn-147616/,PF,RS-SO,6-7,200,Logan-Rogersville,"(Rogersville, MO)",89.00,,Entered,Coppin State,N/A
Jovan Milicevic,https://www.on3.com/db/jovan-milicevic-176007/,PF,FR,6-9,205,Dream City Christian,"(Glendale, AZ)",85.85,,Committed,New Mexico,Xavier Musketeers
Wesley Yates,https://www.on3.com/db/wesley-yates-120516/,SG,SO,6-4,200,Beaumont United,"(Beaumont, TX)",96.18,,Entered,USC,Washington
Honor Huff,https://www.on3.com/db/honor-huff-240793/,PG,RS-JR,5-10,162,Perkiomen School,"(Pennsburg, PA)",91.75,,Entered,Chattanooga,West Virginia
Jaland Lowe,https://www.on3.com/db/jaland-lowe-54079/,PG,SO,6-1,160,Fort Bend Marshall,"(Missouri City, TX)",95.25,,Committed,Pittsburgh,Kentucky Wildcats
Yaxel Lendeborg,https://www.on3.com/db/yaxel-lendeborg-174590/,PF,SR,6-9,230,Pennsauken,"(Yuma, AZ)",98.88,$2.3M,Committed,UAB,Michigan Wolverines
Dishon Jackson,https://www.on3.com/db/dishon-jackson-143937/,C,RS-SR,6-10,250,St. Patrick-St. Vincent,"(Vallejo, CA)",92.85,,Committed,Iowa State,Pittsburgh Panthers
Jaylin Sellers,https://www.on3.com/db/jaylin-sellers-59043/,SG,SR,6-4,180,Carver,"(Montgomery, AL)",92.68,,Committed,UCF,Providence Friars
Tavion Banks,https://www.on3.com/db/tavion-banks-250416/,SF,JR,6-7,200,Minnesota Preparatory Academy,"(Kansas City, MO)",90.95,,Committed,Drake,Iowa Hawkeyes
Austin Rapp,https://www.on3.com/db/austin-rapp-250347/,PF,FR,6-10,230,Mazenod College,(Melbourne),92.36,,Committed,Portland,Wisconsin Badgers
Mason Nicholson,https://www.on3.com/db/mason-nicholson-84836/,C,SR,6-10,280,West Side,"(Gary, IN)",90.28,,Committed,Jacksonville State,Vanderbilt Commodores
Jalen Washington,https://www.on3.com/db/jalen-washington-54581/,PF,JR,6-9,210,West Side,"(Gary, IN)",91.44,,Committed,North Carolina,Vanderbilt Commodores
Pape N'Diaye,https://www.on3.com/db/pape-ndiaye-235839/,PF,FR,7-0,195,Trinity International Schools,"(Las Vegas, NV)",90.00,,Entered,UNLV,Xavier
Xavier Booker,https://www.on3.com/db/xavier-booker-147256/,PF,SO,6-11,205,Cathedral,"(Indianapolis, IN)",92.77,,Committed,Michigan State,UCLA Bruins
Jayden Dawson,https://www.on3.com/db/jayden-dawson-147733/,PG,JR,6-4,195,Adams Central,"(Omaha, NE)",92.77,,Committed,Loyola (Chi),Kansas Jayhawks
Isaiah Coleman,https://www.on3.com/db/isaiah-coleman-147260/,SG,SO,6-5,180,Word Of God Christian Academy,"(Fredericksburg, VA)",93.42,,Committed,Seton Hall,Oklahoma State Cowboys
Camden Heide,https://www.on3.com/db/camden-heide-17577/,SF,RS-SO,6-7,205,Wayzata,"(Minneapolis, MN)",92.38,,Committed,Purdue,Texas Longhorns
Pharrel Payne,https://www.on3.com/db/pharrel-payne-147014/,PF,JR,6-9,230,Park Senior,"(Cottage Grove, MN)",95.64,,Committed,Texas A&M,Maryland Terrapins
Macaleab Rich,https://www.on3.com/db/macaleab-rich-157620/,PF,SO,6-7,225,East St. Louis,"(East Saint Louis, IL)",89.50,,Entered,Kansas State,N/A
Anthony Robinson,https://www.on3.com/db/anthony-robinson-174453/,C,SO,6-10,230,Christ School,"(Peachtree City, GA)",82.25,,Committed,Virginia,Xavier Musketeers
Shawn Phillips,https://www.on3.com/db/shawn-phillips-106944/,C,JR,7-0,245,Dream City Christian,"(Dayton, OH)",90.38,,Entered,Arizona State,Missouri
Chris Howell,https://www.on3.com/db/chris-howell-144777/,SF,RS-JR,6-5,185,San Marcos,"(San Marcos, CA)",,,Entered,University of California San Diego,New Mexico
Damarco Minor,https://www.on3.com/db/damarco-minor-241434/,PG,SR,6-0,190,Thornton Township,"(Chicago, IL)",90.00,,Entered,Oregon State,Pittsburgh
Quadir Copeland,https://www.on3.com/db/quadir-copeland-97052/,SG,JR,6-6,203,Life Center Academy,"(Gettysburg, PA)",91.65,,Committed,McNeese State,NC State Wolfpack
Mouhamed Dioubate,https://www.on3.com/db/mouhamed-dioubate-90492/,SF,SO,6-7,215,Putnam Science Academy,"(Flushing, NY)",94.86,,Entered,Alabama,Kentucky
Daimion Collins,https://www.on3.com/db/daimion-collins-27920/,PF,RS-JR,6-9,210,Atlanta,"(Atlanta, TX)",92.32,,Entered,LSU,USF
Henri Veesaar,https://www.on3.com/db/henri-veesaar-155429/,PF,RS-SO,7-0,235,Estonia,(Tallinn),96.18,$1.5M,Committed,Arizona,North Carolina Tar Heels
Mookie Cook,https://www.on3.com/db/mookie-cook-90349/,SF,SO,6-7,200,Compass Prep,"(Jefferson, OR)",89.00,,Committed,Oregon,University of San Francisco Dons
Keaton Norris,https://www.on3.com/db/keaton-norris-250552/,PG,SR,6-0,175,Hilliard Bradley,"(Hilliard, OH)",,,Committed,Wright State,Lipscomb Bisons
